Nome;Tipo;Nome UTM;Link;Filtros;Texto Legal;;;;;;;;;;;;;;;;;;;;;;;
Blog Natura Humor + Heineken;blog;blognaturaeheineken;www.natura.com.br/blog/sustentabilidade/natura-transforma-copos-plasticos-usados-em-embalagens-de-humor;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Kaiak Oceano;blog;blogkaiakoceano;www.natura.com.br/blog/sustentabilidade/embalagem-de-kaiak-oceano-contem-plastico-retirado-do-litoral-brasileiro;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Ajude a Amazônia e o Pantanal;blog;blogqueimadas;www.natura.com.br/blog/sustentabilidade/queimadas-no-pantanal-e-na-amazonia-saiba-como-se-informar-e-ajudar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog família Luna;blog;blogfamilialuna;www.natura.com.br/blog/perfumaria/luna-conheca-a-familia-de-fragrancias-chipre-da-natura;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Logística Reversa;blog;bloglogisticareversa;www.natura.com.br/blog/sustentabilidade/natura-e-the-body-shop-lancam-programa-de-logistica-reversa-de-embalagens;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Produtos Veganos;blog;blogprodutosveganos;www.natura.com.br/blog/sustentabilidade/dia-do-veganismo-9-produtos-para-voce-usar-da-cabeca-aos-pes;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Coleção Luz de Una;blog;blogcolecaoluz;www.natura.com.br/blog/maquiagem/una-sua-luz-propria-com-o-brilho-mais-fascinante-com-a-nova-colecao-luz-de-natura-una;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Amigo secreto à distância;blog;blogamigosecreto;www.natura.com.br/blog/presentes/como-planejar-um-amigo-secreto-a-distancia-de-maneira-criativa;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Novo delineador Pell Off Una;blog;blogdelineadoruna;www.natura.com.br/blog/maquiagem/una-o-realce-do-olhar-a-vontade-de-ousar-com-o-novo-delineador-matte-peel-off-de-una;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Como comprar por comando de voz;blog;blogcomandodevoz;www.natura.com.br/blog/inovacao/ok-google-falar-com-natura-saiba-como-comprar-por-comando-de-voz;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Três vezes Natura - Empresa B;blog;blogempresab;www.natura.com.br/blog/mais-natura/tres-vezes-natura;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Como cuidar dos fios;blog;blogfiossaudaveisquarentena;www.natura.com.br/blog/cabelo/como-cuidar-do-cabelo-fios-hidratados-e-saudaveis-na-quarentena-0;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Tipos de barba;blog;blogtiposdebarba;www.natura.com.br/blog/homem/tipos-de-barba;;;;;;;;;;;;;;;;;;;;;;;;;
Blog 7 Produtos Cuidados Masculinos;blog;blog7masculinos;www.natura.com.br/blog/homem/7-produtos-de-cuidados-diarios-do-homem-moderno;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Inauguração Loja Oscar Freire;blog;bloglojaoscarfreire;www.natura.com.br/blog/mais-natura/natura-inaugura-loja-conceito-na-rua-oscar-freire-em-sao-paulo;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Movimento Blue Beauty;blog;blogbluebeauty;www.natura.com.br/blog/sustentabilidade/blue-beauty-o-que-esse-movimento-tem-a-ver-com-sua-rotina-de-beleza;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Cheiro Digital;blog;blogcheirodigital;www.natura.com.br/blog/perfumaria/perfumaria-natura-lanca-dispositivo-de-cheiro-digital;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Necessaire ideal para o Verão;blog;blognecessaireverao;www.natura.com.br/blog/pele/o-necessaire-ideal-para-o-seu-verao;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Tododia Fragrâncias de Verão;blog;blogtododiaverao;www.natura.com.br/blog/pele/natura-tododia-lanca-fragrancias-especiais-para-o-verao;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Habitos conscientes;blog;bloghabitosconscientes;www.natura.com.br/blog/sustentabilidade/consumo-consciente-5-dicas-para-adotar-habitos-sustentaveis-e-cuidar-do-planeta;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Pedro HMC;blog;blogpedrohmc;www.natura.com.br/blog/homem/pedro-hmc-fala-sobre-como-quebrar-o-silencio-e-expor-seus-sentimentos;;;;;;;;;;;;;;;;;;;;;;;;;
Blog União que transforma;blog;bloguniao;www.natura.com.br/blog/sustentabilidade/a-uniao-que-transforma;;;;;;;;;;;;;;;;;;;;;;;;;
Blog O que é body splash;blog;blogbodysplash;www.natura.com.br/blog/perfumaria/o-que-e-body-splash-e-como-usar-no-seu-dia-a-dia;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Maquiagem de verão ;blog;blogmakeverao;www.natura.com.br/blog/maquiagem/maquiagem-de-verao-veja-3-ideias-de-looks-para-a-estacao;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Produtos que ajudam o meio ambiente;blog;blogprodutosmeioambiente;www.natura.com.br/blog/sustentabilidade/natura-voce-e-produtos-que-ajudam-o-meio-ambiente;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Presentes Natura Autocuidado ;blog;blogpresentesautocuidado;www.natura.com.br/blog/presentes/presentes-natura-para-estimular-o-autocuidado-de-quem-voce-gosta;;;;;;;;;;;;;;;;;;;;;;;;;
Blog O Presente Ideal de Cada Signo;blog;blogpresentesigno;www.natura.com.br/blog/presentes/o-presente-ideal-para-cada-signo-confira-opcoes;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Presente para o dia dos namorados: veja as opções...;blog;blogpresentesnamorados;www.natura.com.br/blog/presentes/presente-para-o-dia-dos-namorados;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Dia dos namorados: 7 presentes;blog;blognamorados7presentes;www.natura.com.br/blog/presentes/dia-dos-namorados-7-presentes-7-experiencias;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Glow Up: seu brilho de dentro pra fora;blog;blogglow;www.natura.com.br/blog/pele/glow-up;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Detox Capilar ;blog;blogdetox;www.natura.com.br/blog/cabelo/detox-capilar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Familia Kaiak Fem;blog;blogfamiliakaiakfem;www.natura.com.br/blog/perfumaria/familia-kaiak-as-fragrancias-femininas-da-linha;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Essencial Para Escolher ;blog;blogessencialparaescolher;www.natura.com.br/blog/perfumaria/essencial-na-duvida-para-escolher-sua-fragrancia-preferida-conheca-a-experiencia-perfumada;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Perfume Doces;blog;blogperfumedoces;www.natura.com.br/blog/perfumaria/perfumes-doces-8-opcoes-para-voce-se-deliciar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog Fragrância durar mais;blog;blogfragranciadurarmais;www.natura.com.br/blog/perfumaria/como-fazer-a-fragrancia-durar-mais-veja-7-mitos-e-verdades-sobre-fixacao;;;;;;;;;;;;;;;;;;;;;;;;;
Blog 5 mitos sobre agua micelar;blog;blogaguamicelar;www.natura.com.br/blog/pele/5-mitos-e-verdades-sobre-agua-micelar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog creme para área dos olhos;blog;blogcremeolhos;www.natura.com.br/blog/pele/creme-para-area-dos-olhos-como-cuidar-dessa-regiao-do-rosto;;;;;;;;;;;;;;;;;;;;;;;;;
Blog colágeno;blog;blogcolageno;www.natura.com.br/blog/pele/colageno-entenda-como-ele-e-fundamental-para-sua-pele;;;;;;;;;;;;;;;;;;;;;;;;;
Blog esfoliar o rosto;blog;blogesfoliarorosto;www.natura.com.br/blog/pele/esfoliar-o-rosto-por-que-adotar-esse-cuidado-na-sua-rotina;;;;;;;;;;;;;;;;;;;;;;;;;
Blog oleoseve como usar;blog;blogautocuidado;www.natura.com.br/blog/pele/oleo-seve-como-usar-e-incluir-no-seu-ritual-de-autocuidado;;;;;;;;;;;;;;;;;;;;;;;;;
Blog crianca precisa de cosmetico;blog;blogcriancaprecisa;www.natura.com.br/blog/familia/crianca-precisa-de-cosmetico-especifico-sim;;;;;;;;;;;;;;;;;;;;;;;;;
Blog maquiagem una;blog;blogmaquiagemuna;www.natura.com.br/blog/maquiagem/una-sua-sobrancelha-deslumbrante-e-atemporal;;;;;;;;;;;;;;;;;;;;;;;;;
Blog crono capilar;blog;blogcronocapilar;www.natura.com.br/blog/cabelo/cronograma-capilar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog shaggy hair;blog;blogshaggyhair;www.natura.com.br/blog/cabelo/shaggy-hair;;;;;;;;;;;;;;;;;;;;;;;;;
Blog pele rugas;blog;blogpelerugas;www.natura.com.br/blog/pele/rugas;;;;;;;;;;;;;;;;;;;;;;;;;
Blog ingredientes acai;blog;blogingredientesacai;www.natura.com.br/blog/ingredientes/acai;;;;;;;;;;;;;;;;;;;;;;;;;
Blog pele passo a passo skincare;blog;blogpelepassoapassoskincare;www.natura.com.br/blog/pele/passo-a-passo-skincare;;;;;;;;;;;;;;;;;;;;;;;;;
Blog 7 produtos infaliveis para sua rotina;blog;blog7produtosinfaliveisparasuarotina;www.natura.com.br/blog/pele/7-produtos-infaliveis-para-sua-rotina-de-cuidados-em-casa;;;;;;;;;;;;;;;;;;;;;;;;;
Blog agua micelar;blog;blogaguamicelar;www.natura.com.br/blog/pele/agua-micelar;;;;;;;;;;;;;;;;;;;;;;;;;
Blog como nossas fragrancias despertam;blog;blogcomonossasfragranciasdespertam;www.natura.com.br/blog/perfumaria/como-nossas-fragrancias-despertam-sensacoes-atraves-da-neurociencia;;;;;;;;;;;;;;;;;;;;;;;;;
Blog 5 DICAS PARA CUIDAR DA PELE NO VERÃO;blog;blogverao;www.natura.com.br/blog/pele/cuidados-com-a-pele-no-verao;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;
